"Country","Name","Race","Profession","Religion","Deity","Age","Date"
"Tsolyáni","Haraku hiTurushán","H","Priest","Change","Sárku",29,"2360 AS"
"Tsolyáni","Hareske hiDarmatek","H","Priest","Stability","Qón","Unk","2354 AS"
"Tsolyáni","Hárchar hiKaggmodu","H","Sailor","Stability","Karakán",37,"2354 AS"
"Tsolyáni","Hárchar hiVárshu","H","Sailor","Unk","Unk",23,"2354 AS"
"Tsolyáni","Hargai hiBashúvra","H","Priest-Executioner","Change","Chiténg","Unk","2361 AS"
"Tsolyáni","Hargai hiChadron","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hargai hiSholar","H","Clan Treasurer","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Haringgáshte hi?","H","Priest","Stability","Thúmis","Unk","2360 AS"
"Tsolyáni","Harish hiQoprosh","H","Merchant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hárisu hi?","H","Priest","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Hárisu hiTukólu","H","Priest-Librarian","Change","Vimúhla",55,"2354 AS"
"Tsolyáni","Hariyal hiNakshena","H","Lay Priestess","Change","Hrü'ú",26,"2354 AS"
"Tsolyáni","Harkaya hiVashte","H","Priest","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Harkoma hiShantlar","H","Sailor","Unk","Unk",32,"2354 AS"
"Tsolyáni","Haro hiNarka","H","Soldier","Stability","Chegárra",30,"2354 AS"
"Tsolyáni","Harúkka hiTuminé","H","Gladiator","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hársan hiTekéshmu","H","Priest","Stability","Thúmis","20's","2360 AS"
"Tsolyáni","Harshan hiSsánmirin","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Havásu hi?","H","Clan Master","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Hávumar Gírganne","H","Gladiator","Unk","Unk","Dead","2354 AS"
"Tsolyáni","Háya hiKáshte","H","Priestess","Change","Dlamélish",16,"2362 AS"
"Tsolyáni","Háya hiSánga","H","Part Time OAL Agent","Stability","Belkhánu",16,"2354 AS"
"Tsolyáni","Háya hiSsáivra","H","Priestess","Stability","Belkhánu",32,"2354 AS"
"Tsolyáni","He'era hiTeshakane","H","Lady","Change","Sárku",32,"2354 AS"
"Tsolyáni","Heggasa hiCharunai","H","Chamberlain","Stability","Hnálla",60,"2354 AS"
"Tsolyáni","Hehejállu Tlakotáni","H","Emperor, 709-801","Change","Sárku","Unk","709 AS"
"Tsolyáni","Heikon hi?","H","Soldier","Change","Sárku","Unk","2372 AS"
"Tsolyáni","Hehineshmu Tlakotáni","H","Prince","Change","Hrü'ú","Unk","2370 AS"
"Tsolyáni","Hejéntu hiKashár","H","Retired Sailor","Unk","Unk","Unk","2364 AS"
"Tsolyáni","Hejéntu hiWorishar","H","Official","Unk","Unk","Unk","2368 AS"
"Tsolyáni","Hejjéka I Tlakotani","H","Emperor, 1318-1325 AS","Stability","Unk","Unk","1318 AS"
"Tsolyáni","Hejjéka II Tlakotáni","H","Emperor, 1325-1340 AS","Unk","Unk","Unk","1325 AS"
"Tsolyáni","Hejjéka III Tlakotáni","H","Emperor, 1355-1407 AS","Unk","Unk","Unk","1355 AS"
"Tsolyáni","Hejjéka IV Tlakotáni","H","Emperor, 1458-1517 AS","Unk","Unk","Unk","1458 AS"
"Tsolyáni","Hejjéka V Tlakotáni","H","Emperor, 1574-1623 AS","Unk","Unk","Unk","1574 AS"
"Tsolyáni","Hekélla hiTsánune","H","Priestess","Change","Dlamélish","Unk","2374 AS"
"Tsolyáni","Héketh hiBurusá","H","Lord-Soldier","Change","Ksárul",37,"2354 AS"
"Tsolyáni","Héketh hiKétkolel","H","Clan Warrior","Change","Vimúhla",23,"2354 AS"
"Tsolyáni","Hekkunákte Tlakotáni","H","Prince, Retired Surgeon","Stability","Keténgku","Unk","2354 AS"
"Tsolyáni","Helél hiSakódla","H","Retired Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Helelma hiSakódla","H","Soldier","Stability","Karakán",31,"2354 AS"
"Tsolyáni","Helmúna hiSharvóya","H","Lord-Soldier","Change","Unk","Unk","2366 AS"
"Tsolyáni","Heluka hiTekkengsa","H","Priest","Stability","Keténgku","Unk","2354 AS"
"Tsolyáni","Hémesh hiMridúna","H","Soldier","Stability","Hnálla",32,"2354 AS"
"Tsolyáni","Hémesh hiShánmiran","H","Court of Purple Robes","Change","Hrü'ú",37,"2354 AS"
"Tsolyáni","Hemeth hiSsaivra","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hénggis hiKhanúma","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Heqenu hiMo'oldyn","H","Soldier","Change","Sárku",50,"2354 AS"
"Tsolyáni","Heredáru hiMritlékka","H","Scholar","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Heredáru hiTukun","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Herenru hiMriku","H","Priest","Stability","Thúmis",38,"2354 AS"
"Tsolyáni","Hereschal hiTogu","H","OAL Officer","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hérje hiTsánune","H","Lord","Change","Unk","Unk","2374 AS"
"Tsolyáni","Hérpef hiTru'úna","H","Arena Manager","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Herukte Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Heshelu hiDaishúna","H","Priest","Change","Wurú","Unk","2360 AS"
"Tsolyáni","Héshqu Miúna I Tlakotáni","H","Emperor, 195-196 AS","Unk","Unk","Unk","195 AS"
"Tsolyáni","Héshqu Miúna II Tlakotáni","H","Emperor, 327-382 AS","Unk","Unk","Unk","327 AS"
"Tsolyáni","Heshtú'atl Tlakotáni","H","Emperor, 2168-2234 AS","Unk","Unk","Unk","2168 AS"
"Tsolyáni","Héssa hi?","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hesune hiShanuka","H","Unk","Change","Vimúhla",27,"2354 AS"
"Tsolyáni","Hetepek hiAztlan","H","Leader (Company of the Crystal Sword)","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hetkoláinen Tlakotáni","H","Emperor, 2291-2345 AS","Unk","Unk","Unk","2291 AS"
"Tsolyáni","Hettukeng hiArusa","H","Lord","Stability","Hnálla",50,"2354 AS"
"Tsolyáni","Hettukeng hiGuruma","H","Merchant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","H'hranka hiKaggmodu","H","Priest","Stability","Belkhánu",37,"2354 AS"
"Tsolyáni","Hilausied hiKaudhchythoi","H","Official","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hijashu hiTlélsu","H","Priest","Change","Sárku",47,"2354 AS"
"Tsolyáni","Hiperdal Se'eqel","H","Priestess","Change","Hriháyal","Unk","2354 AS"
"Tsolyáni","Hirikasa hiTu'unmra","H","Official","Stability","Thúmis",58,"2354 AS"
"Tsolyáni","Hirj hiFashulara","H","Priest","Stability","Karakán",46,"2354 AS"
"Tsolyáni","Hirkané Tlakotáni","H","Emperor, 2346-2363 AS","Stability","Hnálla",64,"2346 AS"
"Tsolyáni","Hirkel hiCharigena","H","Soldier","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Hisha hiVarishnoa","H","Priestess","Change","Dlamélish",32,"2354 AS"
"Tsolyáni","Hishén hiQaqáa","H","Lord-Soldier","Change","Unk","Died","2366 AS"
"Tsolyáni","Hisheshu hi?","H","Priest","Stability","Qón",32,"2354 AS"
"Tsolyáni","Hísun hiTánkolel","H","Official","Stability","Hnálla",59,"2354 AS"
"Tsolyáni","Hísun hiOnkome","H","Jeweler","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hitolek hiGangassa","H","Priest","Stability","Hnálla",51,"2354 AS"
"Tsolyáni","Hiyel hi?","H","Unk","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Hláru hiNimuné","H","Merchant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hlígar hiDlekutal","H","Priest","Stability","Hnálla",23,"2354 AS"
"Tsolyáni","Hlígar hiSsátu","H","Priest","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Hlucha Valkarth Tlakotáni","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hlútku Takhím hiMákuru","H","Priest","Change","Chiténg","Unk","2354 AS"
"Tsolyáni","Hlussvhrau Tlakotáni","H","Soldier","Stability","Dilinála",28,"2354 AS"
"Tsolyáni","Hmu hiDlámeja","H","Official","Change","Ksárul",51,"2354 AS"
"Tsolyáni","Hóchu'eng hiTsúnkai","H","Cult Leader","Unk","Unk",34,"2354 AS"
"Tsolyáni","Hóldukai hiVrisényal","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Holigma hiSsáivra","H","Priest","Change","Vimúhla",45,"2354 AS"
"Tsolyáni","Homa hiMorune","H","Lady","Unk","Unk",32,"2354 AS"
"Tsolyáni","Honorable Little Monster","PFolk","Military Sorcerer","PFolk","Unk","Unk","2354 AS"
"Tsolyáni","Ho'otláku Tlakotáni","H","Prince","Unk","Unk","Unk","327 AS"
"Tsolyáni","Hórga hiSarélte","H","Temple Guard","Stability","Qón",16,"2361 AS"
"Tsolyáni","Hóri hiSsáivra","H","Unk","Unk","Unk","Unk","2364 AS"
"Tsolyáni","Horiyór hiBeshkík","H","Priest","Change","Sárku",43,"2354 AS"
"Tsolyáni","Horkhúnen Tlakotáni","H","Emperor, 517-580 AS","Unk","Unk","Unk","517 AS"
"Tsolyáni","Hóro hiKangmodu","H","Naval Sailor","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Hóro hiTakú","H","Clan Master","Unk","Unk","40's","2370 AS"
"Tsolyáni","Hórri hiSayússár","H","Priest","Stability","Thúmis","Dead","2360 AS"
"Tsolyáni","Hóru hiArusá","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hóru hiChikresa","H","Sorcerer","Change","Sárku",39,"2354 AS"
"Tsolyáni","Hóru hiFershéna","H","Priest","Change","Ksárul",29,"2354 AS"
"Tsolyáni","Hóru hiKaggmodu","H","Sailor","Stability","Belkhánu",32,"2354 AS"
"Tsolyáni","Horú hiUsena","H","Soldier","Stability","Keténgku","Unk","2372 AS"
"Tsolyáni","Horu hiSerekel","H","Former Soldier","Change","Unk",28,"2354 AS"
"Tsolyáni","Horu hiVrazhimu","H","Priest-Dedaratl Master","Change","Thúmis/Keténgku","Unk","2354 AS"
"Tsolyáni","Hóruk hiTírissu","H","Clan Master","Unk","Unk","60's","2370 AS"
"Tsolyáni","Hórukai hiShálu","H","Sailor","Unk","Unk","Unk","2376 AS"
"Tsolyáni","Hórukel N'lén Tlakotáni","H","Emperor, 90-135 AS","Unk","Unk","Unk","90 AS"
"Tsolyáni","Hórukel II Tlakotáni","H","Emperor, 446-464 AS","Unk","Unk","Unk","446 AS"
"Tsolyáni","Horun hiPalumitlo","H","Clan Elder","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hórusel hi?","H","Soldier","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Hórusu hiKúrodu","H","Official","Change","Sárku",34,"2354 AS"
"Tsolyáni","Hoytlan hiTalkomu","H","Lord","Stability","Belkhánu",57,"2354 AS"
"Tsolyáni","Hózzy G'ddzár","Páchi","Soldier","Páchi","Unk","Unk","1809 AS"
"Tsolyáni","Hrákash hiSsankólun","H","Priest","Stability","Karakán",63,"2360 AS"
"Tsolyáni","Hrikel hiCharigena","H","Soldier","Change","Ksárul",30,"2354 AS"
"Tsolyáni","Hrinktu hiFezamnu","H","Major Domo","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hrinuo hi?","H","Sailor","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Hrinuo hiVisurte","H","Warrior","Change","Vimúhla",35,"2354 AS"
"Tsolyáni","Hrishmúna Néqo I Tlakotáni","H","Emperor, 830-831 AS","Unk","Unk","Unk","830 AS"
"Tsolyáni","Hrishmúna Néqo II Tlakotáni","H","Emperor, 831-851 AS","Unk","Unk","Unk","831 AS"
"Tsolyáni","Hritkkel Khraushy","H","Sailor","Change","Chiténg",32,"2354 AS"
"Tsolyáni","Hritkolun hiSóruna","H","Priest","Stability","Qón","Unk","2369 AS"
"Tsolyáni","Hrk-ss","Shén","Soldier","Shén","Unk",32,"2354 AS"
"Tsolyáni","Hrkháno Vríddi","H","Priest","Change","Vimúhla",52,"2354 AS"
"Tsolyáni","Hrueth hi?","H","Official","Stability","Keténgku",38,"2354 AS"
"Tsolyáni","Hrugash Tlatlu hiDzai","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Hrumár hiKutlénish","H","Priest","Change","Vimúhla",54,"2354 AS"
"Tsolyáni","Huamy hiTlélsu","H","Diplomat","Change","Sárku",52,"2354 AS"
"Tsolyáni","Hués  hiBurusá","H","Clan Master","Unk","Unk",35,"2370 AS"
"Tsolyáni","Hugesh hiTatolen","H","Merchant","Stability","Belkhánu",59,"2354 AS"
"Tsolyáni","Hukétlayu hiTánkolel","H","Priest","Stability","Thúmis","Dead","2353 AS"
"Tsolyáni","Hutétlayu hiViridáme","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Húru hiWurüde","H","Priest","Change","Hrü'ú",48,"2354 AS"
"Tsolyáni","Huruchai Íto","H","Clan Elder","Change","Sárku","Unk","2354 AS"
"Tsolyáni","Hurún hiKetkolel","H","Priest","Stability","Chegárra","Unk","1750 AS"
"Tsolyáni","Hurutlengmai hiRi'esu","H","Lord-Fief Holder","Stability","Chegárra",32,"2354 AS"
"Tsolyáni","Husai Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Husó hiChiréngmai","H","Priest","Change","Vimúhla",18,"2354 AS"
"Tsolyáni","Hutligáinu hiBarrégga","H","Soldier","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Hu'ún hiChlé","H","Official","Stability","Avánthe",45,"2354 AS"
"Tsolyáni","Hu'ún hiVirridun","H","Unk","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Hyellé hiZhama'í","H","Priest","Change","Grugánu",57,"2354 AS"
"Tsolyáni","Ibash hiNakholel","H","Lay Priest","Stability","Qón","Unk","2354 AS"
"Tsolyáni","Ibash hiUsena","H","Soldier","Change","Vimúhla","Unk","2372 AS"
"Tsolyáni","Ichlakh hiUsena","H","Priestess","Change","Ksárul","Unk","2372 AS"
"Tsolyáni","Iena hiSharitla","H","Priestess","Change","Vimúhla",27,"2354 AS"
"Tsolyáni","Ikanme hiMorune","H","Lady","Change","Hrü'ú",26,"2354 AS"
"Tsolyáni","ILanish hiCharea","H","Artist ","Unk","Unk","Unk","2354 AS"
"Tsolyáni","ILanle hi?","H","Unk","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Ilem hiKhaing","H","Official","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ili hiMeshkutáne","H","Good Clan Girl","Change","Hrü'ú",15,"2354 AS"
"Tsolyáni","ILelmúna hiSharóya","H","Soldier","Change","Unk","Unk","2367 AS"
"Tsolyáni","ILi hiMeshkutáne","H","Good Clan Girl","Unk","Unk","Unk","2354 AS"
"Tsolyáni","ILLoa hiTlaste","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Imle hiKetkolel","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Imna hiChakresa","H","Priestess","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Inthátu hiChrégar","H","Soldier","Stability","Karakán","Unk","2354 AS"
"Tsolyáni","Irito hiSrisu","H","Priest","Change","Sárku",32,"2354 AS"
"Tsolyáni","Irkidlan hiTarguna","H","Sorcerer","Change","Vimúhla",65,"2354 AS"
"Tsolyáni","Írwesh","Páchi","City Militia","Change","Grugánu","30's","2354 AS"
"Tsolyáni","Ishála hiMriyatláku","H","Aridáni Policeman","Stability","Karakán",16,"2359 AS"
"Tsolyáni","Ishénla hiQórridu","H","1st Wife","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ishvi hiOtol","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Issa","Nlüs","Mercenary","Change","Vimúhla","Unk","2372 AS"
"Tsolyáni","Isumel hiSayana","H","Priestess","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Isura hi?","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Isura hiTarguna","H","Priestess","Stability","Keténgku",32,"2354 AS"
"Tsolyáni","Iusi hiJakkash","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jadhak hiChna'el","H","Priest","Change","Sárku","Unk","2354 AS"
"Tsolyáni","Jadhak Tlumissumakoi","H","Priest","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Jadhak Vríddi","H","Priest","Change","Chiténg","Unk","2354 AS"
"Tsolyáni","Jadis Malesinia Tlakotáni","H","Princess","Change","Hrü'ú","Unk","2354 AS"
"Tsolyáni","Jagar hiSarsan","H","Merchant","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Jáija hiShahad","H","Slave","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jaikel hiSsáivra","H","Priest","Stability","Karakán",27,"2354 AS"
"Tsolyáni","Jaimuli Íto","H","Priest","Change","Wurú","Unk","2368 AS"
"Tsolyáni","Jaishar hiSharitla","H","Warrior","Change","Vimúhla",28,"2354 AS"
"Tsolyáni","Jajai hiMelunu","H","Warrior","Change","Sárku",32,"2354 AS"
"Tsolyáni","Jajaru hiBaluma","H","Merchant","Stability","Thúmis",29,"2354 AS"
"Tsolyáni","Jajél hi?","H","Qón's Hero at Dórudai Fields","Stability","Qón","Unk","Myth"
"Tsolyáni","Jajai hiViridáme","H","Priest","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Jalesa hi?","H","Clan Elder","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Jalugán hi?","H","Soldier","Change","Vimúhla","19?","2361 AS"
"Tsolyáni","Jalule hiKoródu","H","Handmaiden","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Jamallo hiKreen","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Janara hiNrashkéma","H","Warrior","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Jánash hiSsáivra","H","Priest","Stability","Hnálla","Unk","2362 AS"
"Tsolyáni","Jangai hiSankolum","H","Priestess","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Jankoi hiSengireth","H","Sailor","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jannura Íto","H","Priest","Change","Sárku","Unk","2354 AS"
"Tsolyáni","Janulé Tlakotáni","H","Empress, 1123-1155 AS","Stability","Avánthe","Unk","1123 AS"
"Tsolyáni","Janulé the Tall","H","Tomb Robber","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Japékku hiShahad","H","Slave","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jarain Hlatsalkoi","H","Warrior-Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Jarain Kúrodu","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Jarash hiQolyélmu","H","Chief Scribe","Stability","Avánthe","Unk","2354 AS"
"Tsolyáni","Jared hi?","H","Warrior","Change","Chiténg","Unk","2354 AS"
"Tsolyáni","Jaredáyu Tlakotáni","H","Prince","Unk","Unk","Unk","2015 AS"
"Tsolyáni","Jarítlü hiFesrengála","H","Priest","Stability","Belkhánu",46,"2369 AS"
"Tsolyáni","Jarshán hiSashán","H","Soldier","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Jarshána hiMriktasha","H","Priestess","Stability","Thúmis",23,"2354 AS"
"Tsolyáni","Jashe hiDirisante","H","Unk","Change","Ksárul",23,"2354 AS"
"Tsolyáni","Javak hiLemma","H","Bureaucrat","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jayárka hiShanátl","H","Crossbow Master","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jayargo hiKhánmu","H","Priest","Change","Sárku",32,"2354 AS"
"Tsolyáni","Jedusáne Tlakotáni","H","Collector","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jejekmu hiSayúncha","H","Lord","Change","Wurú",79,"2354 AS"
"Tsolyáni","Jemeshku hiKurúshma","H","Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Jeresa hiNalune","H","Assassin","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Jerin hiSsurilamish","H","Military Priest","Stability","Hnálla",36,"2354 AS"
"Tsolyáni","Jesesh hiJarga","H","Warrior","Change","Sárku",32,"2354 AS"
"Tsolyáni","Jésekh hi?","H","Soldier","Change","Sárku","Unk","2354 AS"
"Tsolyáni","Jésekh hiChurelma","H","Priest","Change","Hrü'ú",22,"2354 AS"
"Tsolyáni","Jesekh hiMuritlanu","H","Soldier","Change","Sárku",32,"2354 AS"
"Tsolyáni","Jeselna Vríddi","H","Priest","Change","Vimúhla",23,"2354 AS"
"Tsolyáni","Jéssekh hiWarúkka","H","Clan Master","Stability","Thúmis",45,"2370 AS"
"Tsolyáni","Jickka of Jgresh","H","Thief","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jileth hiTeyonel","H","Clan Mistress","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Jijékmu hiChitesh","H","Unk","Stability","Hnálla",32,"2354 AS"
"Tsolyáni","Jijékmu hiQurródu (or Qurudu)","H","Priest","Stability","Avánthe",27,"2354 AS"
"Tsolyáni","Jijékmu hiSsánmirin","H","Sorcerer","Unk","Unk",32,"2354 AS"
"Tsolyáni","Jijékmu hiTikésmu","H","Priest","Stability","Hnálla",32,"2354 AS"
"Tsolyáni","Jijekmu hiTolkelmu","H","Unk","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Jinára hiNe'éru","H","Secretary","Stability","Karakán","20's","2367 AS"
"Tsolyáni","Jinása hiTukkolén","H","Priestess","Change","Sárku",31,"2374 AS"
"Tsolyáni","Jirja Vríddi","H","Warrior-Priest","Change","Vimúhla",26,"2354 AS"
"Tsolyáni","Jiréga hi?","H","Soldier","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Jíryal hiZaikolé","H","Soldier","Change","Vimúhla",43,"2354 AS"
"Tsolyáni","Jnáika hiTurushán","H","Priestess","Change","Sárku",16,"2355 AS"
"Tsolyáni","Jnashon hiShashtolu","H","Merchant","Change","Vimúhla",70,"2354 AS"
"Tsolyáni","Jnéshu Ká Íto","H","Rebel Leader","Change","Sárku","Unk","910 AS"
"Tsolyáni","Jnomu hiShainu","H","Soldier","Unk","Unk",28,"2354 AS"
"Tsolyáni","Jodesh hiVuqqumai","H","Clan Master","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jokalto Ze'el hiSemunaika","H","Priest","Change","Wurú","Unk","2354 AS"
"Tsolyáni","Jomu","H","Child","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Jonai hiSsánkoral","H","Priest","Stability","Belkhánu",27,"2354 AS"
"Tsolyáni","Jonoru hiCharsha","H","Unk","Unk","Unk",20,"2354 AS"
"Tsolyáni","Jorjuka hiTaije","H","Priestess","Stability","Avánthe",41,"2354 AS"
"Tsolyáni","Jorjúka hiTáije","H","Priestess","Stability","Avánthe",26,"2354 AS"
"Tsolyáni","Jórul hiKarchan","H","Steward","Unk","Unk","Unk","2362 AS"
"Tsolyáni","Joruna hiHuru","H","Priestess","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Josü hiTlatenghita","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Jugár hiFa'ásu","H","Lord-Soldier","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Jugár hiKúrodu","H","Soldier","Change","Grugánu",32,"2354 AS"
"Tsolyáni","Jugár ""Thekyni"" hiNezar","H","Merchant","Stability","Avánthe","Unk","2354 AS"
"Tsolyáni","Jugár hiQolel","H","Priest","Change","Ksárul",29,"2354 AS"
"Tsolyáni","Jukalsa hiMaroda","H","Priest","Unk","Unk",23,"2354 AS"
"Tsolyáni","Jukélsa hiMaroda","H","Priest","Stability","Avánthe",48,"2354 AS"
"Tsolyáni","Jukélsa hiMarósa","H","Priest","Stability","Belkhánu","Unk","2374 AS"
"Tsolyáni","Jukolengsa hiSsánmirin","H","Lord","Change","Wurú",52,"2354 AS"
"Tsolyáni","Jummar hiBauyene","H","Clan Elder","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Jungai hiMreshcha","H","Merchant","Unk","Unk",32,"2354 AS"
"Tsolyáni","Jurrubin hiValshan","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ka'a hiSrügáshchéne","H","Lord-Soldier","Stability","Chegárra",23,"2354 AS"
"Tsolyáni","Ka'ággi hiTéngka","H","Priest","Stability","Qón",47,"2354 AS"
"Tsolyáni","Ka'ám","H","Headman","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Ka'asha hi?","H","Unk","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Kadarsha hiTelkólumü","H","Official","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kadarsha hiTelkólumü","H","Lord-Soldier","Change","Vimúhla","Died","2362 AS"
"Tsolyáni","Kadláru hiFershéna","H","Armorer","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kadlesh hiKúrodu","H","Sorcerer","Change","Hrü'ú",32,"2354 AS"
"Tsolyáni","Kagai Sriya","H","Warrior","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Kagamesh hiKaruvai","H","Scribe","Stability","Keténgku",32,"2354 AS"
"Tsolyáni","Kágesh hiDirikte","H","Soldier","Stability","Karakán",32,"2354 AS"
"Tsolyáni","Kágesh hiTukkolén","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Kagor hi?","H","Servant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kagor Vríddi","H","Clan Master","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Kagor hiSsanyúsa","H","Clan Master","Change","Grugánu",50,"2370AS"
"Tsolyáni","Kagoth DvuDakkéhl","Nlüs","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Kagoth hiSatara","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kagoth hiTohlen","H","Merchant","Unk","Unk",56,"2354 AS"
"Tsolyáni","Kagoth huTukun","H","Chamberlain","Stability","Hnálla","Unk","Unk"
"Tsolyáni","Kai Kurodian hiTengetláku","H","Priest","Change","Vimúhla",21,"2354 AS"
"Tsolyáni","Kaigu hiSengmai","H","Unk","Change","Sárku",48,"2354 AS"
"Tsolyáni","Kaijda hiGessumai","H","Priest","Unk","Unk","Unk","990 AS"
"Tsolyáni","Kaikama hiMrachiyáku","H","Lord-Soldier","Change","Dlamélish","Unk","2354 AS"
"Tsolyáni","Kailái hi?","H","Aridáni","Unk","Unk",19,"2354 AS"
"Tsolyáni","Káingmra hiZhnáyu","H","Lord-Soldier","Stability","Karakán",55,"2354 AS"
"Tsolyáni","Kaikúrodlan hiTengetláku","H","Priest","Change","Vimúhla","Unk","2364 AS"
"Tsolyáni","Kaishal Kén","H","Shaman-Tribal Leader","Light Shaman","Unk",15,"2347 AS"
"Tsolyáni","Kaishe hiSaitle","H","Soldier","Change","Chiténg",32,"2354 AS"
"Tsolyáni","Kajesh hiMorune","H","Soldier","Change","Ksárul",28,"2354 AS"
"Tsolyáni","Kakan hiVaisuna","H","Priest","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Kakagánu hiBeshúgla","H","Lord-Soldier","Change","Durritlámish",48,"2354 AS"
"Tsolyáni","Kakársu hiViridáme","H","Official","Stability","Karakán",42,"2354 AS"
